시군명,사업장명,전화번호,처리업종구분명,처리대상폐기물정보,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
군포시,씨엔케이환경,,①ⓑ,,15865,경기도 군포시 산본동 1128번지 금성프라자빌딩 4층 402-16호,"경기도 군포시 산본로323번길 7, 금성프라자빌딩 4층 402-16호 (산본동)",37.35930397,126.9331612
군포시,군포위생(주),031-452-0615,①ⓐ,,15849,경기도 군포시 당정동 379-3번지 군포위생사업소,"경기도 군포시 벌새전리길 9, 군포위생사업소 (당정동)",37.35235947,126.9612607
군포시,(주)두성,031-452-0068,①ⓐ,,15887,경기도 군포시 대야미동 653-5번지 대민오피스빌딩 403호,"경기도 군포시 대야1로22번길 9, 403호 (대야미동, 대민오피스빌딩)",37.32806002,126.9178644
군포시,우주환경(주),031-429-3502,①ⓐ,,15809,경기도 군포시 금정동 690-5번지,경기도 군포시 공단로 266 (금정동),37.36829919,126.9463747
군포시,동우정화(주),031-477-9015,①ⓐ,,15807,경기도 군포시 금정동 1번지,경기도 군포시 엘에스로166번길 15-16 (금정동),37.37662205,126.9451276
군포시,청수환경(주),031-477-1041,①ⓐ,,15845,경기도 군포시 당정동 174-8번지,경기도 군포시 공단로140번안길 37 (당정동),37.35975136,126.9554826
군포시,(자)평촌,031-419-5345,①ⓐ,,15884,경기도 군포시 대야미동 495-1번지,경기도 군포시 군포로 34-50 (대야미동),37.31996698,126.9181413
군포시,부곡환경(주),031-460-2123,①ⓑ,,15847,경기도 군포시 당정동 294-2번지,경기도 군포시 당정로76번길 1 (당정동),37.35535548,126.9521947
군포시,(합자)고려환경,031-456-9791,①ⓑ,,15861,경기도 군포시 당동 794-20번지,경기도 군포시 군포로471번길 16 (당동),37.34879481,126.9428372
군포시,성산개발(주),031-456-7833,①ⓑ,,15839,경기도 군포시 당동 732-23번지 102호,"경기도 군포시 산본로198번길 32, 102호 (당동)",37.35690576,126.9463681
군포시,수림,070-4141-9566,⑤,,15809,경기도 군포시 금정동 694-11번지 2층,"경기도 군포시 흥안대로 15-32, 2층 (금정동)",37.36741225,126.9475332
군포시,(주)한국이알티,031-395-5550,①ⓐ,,15828,경기도 군포시 금정동 718-9번지 보라빌딩 3층 301호,"경기도 군포시 번영로557번길 32, 3층 301호 (금정동, 보라빌딩)",37.36156445,126.9365207
군포시,(주)제이에스환경,031-462-3348,①ⓑ,,15879,경기도 군포시 부곡동 779번지,경기도 군포시 번영로 179-49 (부곡동),37.33030158,126.9265049
군포시,(합자)한우환경,031-477-3239,①ⓑ,,,,경기도 군포시 엘에스로 15-16 (금정동),,
군포시,태진물류(주),031-427-8733,①ⓑ,,15828,경기도 군포시 금정동 717번지 107호,"경기도 군포시 번영로557번길 52, 107호 (금정동)",37.36236422,126.9360065
군포시,광동산업(주),031-397-8700,①ⓐ,,15839,경기도 군포시 당동 733-7번지,경기도 군포시 산본로198번길 27 (당동),37.35668828,126.9461213
군포시,연합유지,031-395-1609,①ⓑ,,15818,경기도 군포시 산본동 1097-1번지 산본사이버텔 7층 709호,"경기도 군포시 산본로 378, 산본사이버텔 7층 709호 (산본동)",37.36397023,126.9306868
군포시,주식회사 다산종합물류,031-460-2282,①ⓐ,,15887,경기도 군포시 대야미동 657-6번지 3층,"경기도 군포시 대야1로6번길 3, 3층 (대야미동)",37.32701055,126.9189109
군포시,MCeco(엠씨에코),070-8064-1124,①ⓑ,,15811,경기도 군포시 금정동 44-5번지 진원타워 9층 903호,"경기도 군포시 군포로 713-1, 진원타워 9층 903호 (금정동)",37.36906365,126.9440878
군포시,팜그린환경,070-7655-4655,①ⓐ,,15811,경기도 군포시 금정동 44-5번지 진원타워 10층 1005호,"경기도 군포시 군포로 713-1, 진원타워 10층 1005호 (금정동)",37.36906365,126.9440878
군포시,태성환경자원,070-8064-1124,①ⓑ,,15827,경기도 군포시 금정동 710-7번지 전기공사공제조합경기중부사옥 4층 477호,"경기도 군포시 금산로 13, 4층 477호 (금정동)",37.3635938,126.9405822
군포시,주식회사 푸른환경건설,080-365-8504,①ⓐ,,15875,경기도 군포시 당동 872-5번지 무광프라자 203동 209호,"경기도 군포시 용호2로 61, 무광프라자 203동 209호 (당동)",37.34557303,126.9439336
군포시,하성이노베이션,,①ⓑ,,15811,경기도 군포시 금정동 44-5번지 진원타워 10층 1002호,"경기도 군포시 군포로 713-1, 진원타워 10층 1002호 (금정동)",37.36906365,126.9440878
군포시,아이엠유환경 주식회사,031-429-5500,①ⓐ,,15855,경기도 군포시 당동 784-7번지,경기도 군포시 군포로 504 (당동),37.35127501,126.9450545
군포시,고고환경,,①ⓑ,,15865,경기도 군포시 산본동 1128번지 금성프라자빌딩 4층 405-2호,"경기도 군포시 산본로323번길 7, 금성프라자빌딩 4층 405-2호 (산본동)",37.35930397,126.9331612
군포시,주식회사 조선환경자원,031-944-1008,①ⓑ,,15875,경기도 군포시 당동 872-5번지 무광프라자 203동 326호,"경기도 군포시 용호2로 61, 무광프라자 203-326호 (당동)",37.34557303,126.9439336
군포시,미나미건설 주식회사(지점),,①ⓑ,,15827,경기도 군포시 금정동 710-7번지 전기공사공제조합경기중부사옥 4층 493호,"경기도 군포시 금산로 13, 4층 493호 (금정동)",37.3635938,126.9405822
군포시,주식회사 마스터건설(지점),031-922-2111,①ⓐ,,15827,경기도 군포시 금정동 710-7번지 전기공사공제조합경기중부사옥 5층 551호,"경기도 군포시 금산로 13, 5층 551호 (금정동)",37.3635938,126.9405822
군포시,고고환경,,①ⓐ,,15865,경기도 군포시 산본동 1128번지 금성프라자빌딩 4층 402-2호,"경기도 군포시 산본로323번길 7, 금성프라자빌딩 4층 402-2호 (산본동)",37.35930397,126.9331612
군포시,주식회사 용호강업 군포지점,031-542-7020,①ⓑ,,15827,경기도 군포시 금정동 710-7번지 전기공사공제조합경기중부사옥 5층 576호,"경기도 군포시 금산로 13, 전기공사공제조합 경기중부사옥 5층 576호 (금정동)",37.3635938,126.9405822
군포시,주양산업,,①ⓑ,,15827,경기도 군포시 금정동 710-7번지 전기공사공제조합경기중부사옥 4층 467호,"경기도 군포시 금산로 13, 전기공사공제조합 경기중부사옥 4층 467호 (금정동)",37.3635938,126.9405822
군포시,태진물류 주식회사,031-427-8733,①ⓐ,,15828,경기도 군포시 금정동 717번지 107호,"경기도 군포시 번영로557번길 52, 107호 (금정동)",37.36236422,126.9360065
군포시,주식회사 북파주환경(군포지점),031-946-7893,①ⓑ,,15811,경기도 군포시 금정동 44-5번지 진원타워 10층 1004호,"경기도 군포시 군포로 713-1, 진원타워 10층 1004호 (금정동)",37.36906365,126.9440878
군포시,주식회사 북파주환경(군포지점),031-946-7893,①ⓐ,,15811,경기도 군포시 금정동 44-5번지 진원타워 10층 1004호,"경기도 군포시 군포로 713-1, 진원타워 10층 1004호 (금정동)",37.36906365,126.9440878
군포시,삼흥환경건설㈜,031-477-3114,①ⓒ,,15829,경기도 군포시 금정동 847-2번지 동영센트럴타워 306~307호,"경기도 군포시 산본로324번길 8, 306~307호(금정동, 동영센트럴타워)",37.35997092,126.9350307
군포시,대지개발㈜,031-502-6142,①ⓒ,,15887,경기도 군포시 대야미동 657-1번지 대성프라자 402호,"경기도 군포시 대야1로 8 (대야미동,대성프라자 402호)",37.32694607,126.9186292
군포시,㈜에코비전테크,031-418-8827,①ⓒ,,15886,경기도 군포시 대야미동 638-3번지 203호,"경기도 군포시 대야2로55번안길 6, 203호 (대야미동)",37.33261555,126.9167569
군포시,㈜나라시환경,070-8867-1234,①ⓒ,,15855,경기도 군포시 당동 783-61번지 505호,"경기도 군포시 봉성로5번길 4, 505호 (당동)",37.35087179,126.9455656
군포시,㈜엠에스산업,,①ⓒ,,15831,경기도 군포시 금정동 743-1번지 301호,"경기도 군포시 번영로 606, 301호",37.36296376,126.9426873
군포시,태양환경 주식회사,031-392-5456,①ⓒ,,15847,경기도 군포시 당동 48-12번지 201호,"경기도 군포시 공단로 131, 201호 (당동)",37.35686465,126.9491462
군포시,아이엠유환경 주식회사,031-217-2400,①ⓒ,,15855,경기도 군포시 당동 784-7번지,경기도 군포시 군포로 504(당동),37.35127501,126.9450545
군포시,삼흥환경건설㈜,031-458-6162,⑨,,15829,경기도 군포시 금정동 847-2번지 동영센트럴타워 306~307호,"경기도 군포시 산본로324번길 8, 306~307호(금정동, 동영센트럴타워)",37.35997092,126.9350307
군포시,자원산업(진신중기),031-396-8872,①ⓒ,,15855,경기도 군포시 당동 783-61번지 5층 502호,"경기도 군포시 봉성로5번길 4, 5층 502호(당동)",37.35087179,126.9455656
군포시,삼화미터택,031-455-4114,⑧,,15850,경기도 군포시 당동 168-7번지,경기도 군포시 공단로 39-5,37.3494823,126.9491324
군포시,만물S,,⑧,,15827,경기도 군포시 금정동 710-7번지 전기공사공제조합경기주부사옥 5층 510호,"경기도 군포시 금산로 13, 전기공사공제조합 경기주부사옥 5층 510호",37.3635938,126.9405822
군포시,연합유지,031-395-1609,⑧,,15818,경기도 군포시 산본동 1097-1번지 산본사이버텔 7층,"경기도 군포시 산본로 378, 산본사이버텔 7층",37.36397023,126.9306868
군포시,신성환경자원,031-395-7333,①ⓐ,,15855,경기도 군포시 당동 115-22번지,경기도 군포시 산본로179번길 5 (당동),37.35490309,126.9479523
군포시,(주)아진개발,031-397-7677,①ⓑ,,15866,경기도 군포시 산본동 1145-14번지 을지아파트 B동 32-33호,"경기도 군포시 산본천로 18, B동 32-33호 (산본동)",37.35860437,126.9264025
군포시,예성환경산업,031-398-0625,①ⓑ,,15821,경기도 군포시 산본동 1119 백두한양상가 B31호,경기도 군포시 산본동 1119 백두한양상가 B31호,37.36401716,126.9254805
군포시,태양환경,031-427-0128,①ⓐ,,15825,경기도 군포시 산본동 1146번지 대림솔거아파트 상가1동 제1동 지하층 제14호,"경기도 군포시 광정로 119-1, 대림솔거아파트 상가1동 제1동 지하층 제14호 (산본동)",37.36320946,126.9262094
군포시,주식회사 다산종합물류,031-460-2282,①ⓑ,,15887,경기도 군포시 대야미동 657-6번지 3층,"경기도 군포시 대야1로6번길 3, 3층 (대야미동)",37.32701055,126.9189109
군포시,신한국환경,,①ⓐ,,15827,경기도 군포시 금정동 710-7번지 전기공사공제조합경기중부사옥 5층 503호,"경기도 군포시 금산로 13, 5층 503호 (금정동)",37.3635938,126.9405822
군포시,뉴플러스환경,070-7359-0671,①ⓐ,,15827,경기도 군포시 금정동 710-7번지 전기공사공제조합경기중부사옥 404호,"경기도 군포시 금산로 13, 404호 (금정동)",37.3635938,126.9405822
군포시,푸른환경자원,080-365-8504,①ⓑ,,15827,경기도 군포시 금정동 710-7번지 전기공사공제조합경기중부사옥 442호,"경기도 군포시 금산로 13, 442호 (금정동)",37.3635938,126.9405822
군포시,(주)포엔 군포지사,031-429-7139,①ⓐ,,15848,경기도 군포시 당동 134-38번지 1층,"경기도 군포시 공단로 107, 1층 (당동)",37.354665,126.9490832
군포시,고온환경자원,031-351-7633,①ⓑ,,15865,경기도 군포시 산본동 1128번지 금성프라자빌딩 4층 401호,"경기도 군포시 산본로323번길 7, 금성프라자빌딩 4층 401호 (산본동)",37.35930397,126.9331612
군포시,한명산업개발,,①ⓑ,,15827,경기도 군포시 금정동 710-7번지 전기공사공제조합경기중부사옥 4층 456호,"경기도 군포시 금산로 13, 전기공사공제조합 경기중부사옥 4층 456호 (금정동)",37.3635938,126.9405822
군포시,영남산업개발,031-542-3686,①ⓐ,,15811,경기도 군포시 금정동 44-5번지 진원타워 10층 1001호,"경기도 군포시 군포로 713-1, 진원타워 10층 1001호 (금정동)",37.36906365,126.9440878
군포시,주식회사 테라 군포지점,070-4438-5573,①ⓐ,,15827,경기도 군포시 금정동 710-7번지 전기공사공제조합경기중부사옥 5층 575호,"경기도 군포시 금산로 13, 전기공사공제조합 경기중부사옥 5층 575호 (금정동)",37.3635938,126.9405822
군포시,그린환경자원,,①ⓑ,,15827,경기도 군포시 금정동 710-7번지 전기공사공제조합경기중부사옥 4층 436호,"경기도 군포시 금산로 13, 전기공사공제조합 경기중부사옥 4층 436호 (금정동)",37.3635938,126.9405822
군포시,주식회사 두성,031-438-0455,①ⓑ,,15887,경기도 군포시 대야미동 653-5번지 대민오피스빌딩,"경기도 군포시 대야1로22번길 9, 대민오피스빌딩 (대야미동)",37.32806002,126.9178644
군포시,서해환경개발㈜,031-461-9799,①ⓒ,,15880,경기도 군포시 부곡동 1131-3번지 거성아우룸팰리스2차 가동 403호,"경기도 군포시 송부로273번안길 13, 거성 아우룸팰리스2차 가동 403호 (부곡동, 거성 아우룸팰리스2차)",37.3222864,126.9430894
군포시,청명산업㈜,031-293-3691,①ⓒ,,15886,경기도 군포시 대야미동 638-3번지 204호,"경기도 군포시 대야2로55번안길 6, 204호 (대야미동)",37.33261555,126.9167569
군포시,㈜거양로지스틱스,031-501-1071,①ⓒ,,15839,경기도 군포시 당동 732-23번지 지하1층,"경기도 군포시 산본로198번길 32, 지하1층(당동)",37.35690576,126.9463681
김포시,대성폴리머,031-996-1170,⑦,,10048,경기도 김포시 양촌읍 학운리 3072,경기도 김포시 양촌읍 학운리 3072,37.60888922,126.6223222
김포시,남광수지,031-998-4036,⑦,,10046,경기도 김포시 대곶면 대벽리 124,경기도 김포시 대곶면 대벽리 124,37.63312945,126.5825293
김포시,해성케미칼,031-989-9360,⑦,,10026,"경기도 김포시 대곶면 쇄암리 1-33,-62,-74","경기도 김포시 대곶면 쇄암리 1-33,-62,-74",,
김포시,㈜태진케미칼,031-987-0829,⑦,,10028,"경기도 김포시 대곶면 석정리 238-1번지 다,라동","경기도 김포시 대곶면 석정리 238-1번지 다,라동",37.67771087,126.5565675
김포시,㈜유원산업,031-997-6546,⑦,,10026,경기도 김포시 대곶면 쇄암리 1-70,경기도 김포시 대곶면 쇄암리 1-70,37.67967635,126.5476745
김포시,성일산업,031-982-5547,⑦,,10026,경기도 김포시 대곶면 쇄암리 1-8,경기도 김포시 대곶면 쇄암리 1-8,37.68039036,126.5468035
김포시,㈜비에이치에너지,031-984-0524,⑦,,10028,경기도 김포시 대곶면 석정리 53-13,경기도 김포시 대곶면 석정리 53-13,37.67255127,126.5719522
김포시,㈜미래코리아,,⑦,,10026,경기도 김포시 대곶면 쇄암리 1-90,경기도 김포시 대곶면 쇄암리 1-90,37.6817134,126.5465711
김포시,㈜디에스씨,1644-2845,⑦,,10043,경기도 김포시 대곶면 상마리 219-5,경기도 김포시 대곶면 상마리 219-5,37.63746433,126.5743949
김포시,㈜백산포리머,031-989-4884,⑦,,10050,경기도 김포시 대곶면 대벽리 690-88번지,경기도 김포시 대곶면 대벽리 690-88번지,37.601,126.5701909
김포시,㈜대륙환경자원,031-989-8124,⑦,,10039,경기도 김포시 대곶면 율생리 382 외 6필지,경기도 김포시 대곶면 율생리 382 외 6필지,37.6574498,126.5910502
김포시,㈜현도산업,031-989-5188,⑦,,10038,경기도 김포시 대곶면 거물대리 479-9,경기도 김포시 대곶면 거물대리 479-9,37.66584597,126.592864
김포시,㈜미래케미칼,031-981-2631,⑦,,10040,경기도 김포시 대곶면 송마리 104,경기도 김포시 대곶면 송마리 104,37.65824725,126.5730712
김포시,삼광상사,,⑦,,10026,경기도 김포시 대곶면 쇄암리 1-72번지,경기도 김포시 대곶면 대곶로 423-186,37.67979186,126.5474689
김포시,㈜이건그린텍,031-987-9151,⑦,,10026,경기도 김포시 대곶면 쇄암리 1-100번지,경기도 김포시 대곶면 대곶로423번길 132 (쇄암리 1-100),37.68143738,126.5481056
김포시,유영화학,,⑦,,10030,경기도 김포시 통진읍 가현리 372-38,경기도 김포시 통진읍 가현리 372-38,37.67916935,126.5872812
김포시,㈜백마세라믹,031-989-2860,⑦,,10042,"경기도 김포시 대곶면 약암리 139,142-1","경기도 김포시 대곶면 약암리 139,142-1",37.62810869,126.5743976
김포시,횡성산업,031-983-4880,⑦,,10029,경기도 김포시 통진읍 옹정리 276-27번지,경기도 김포시 통진읍 절골로 42-2,37.68015735,126.577573
김포시,㈜대형케미칼,031-986-6544,⑦,,10029,경기도 김포시 통진읍 옹정리 58-142번지,경기도 김포시 통진읍 김포대로2385번길 67-142,37.68970583,126.5838175
김포시,㈜흥진산업,031-987-4981,⑦,,10028,경기도 김포시 대곶면 석정리 239-35번지,경기도 김포시 대곶면 대곶로382번길 123-15,37.67844566,126.5594159
김포시,㈜준영,031-981-1771,⑦,,10022,경기도 김포시 월곶면 갈산리 32번지,경기도 김포시 월곶면 안진골로 30-31,37.71525778,126.5734279
김포시,대성PET,,⑦,,10010,경기도 김포시 통진읍 귀전리 695-4,경기도 김포시 통진읍 귀전리 695-4,37.70968975,126.6183551
김포시,대광수지,031-982-9009,⑦,,10023,경기도 김포시 월곶면 갈산리 140-113번지,경기도 김포시 월곶면 비석동로50번길 122-40,37.70688811,126.578467
김포시,㈜삼정정,031-998-9805,⑦,,10008,경기도 김포시 하성면 양택리 114-2번지,경기도 김포시 하성면 애기봉로681번길 123,37.72913176,126.6172622
김포시,일신케미칼,031-987-6042,⑦,,10037,경기도 김포시 대곶면 오니산리 18-24,경기도 김포시 대곶면 오니산리 18-24,37.6611648,126.6060255
김포시,경성수지,031-986-3578,⑦,,10038,경기도 김포시 통진읍 가현리 343-1외 2필지,경기도 김포시 통진읍 가현리 343-1외 2필지,37.6694826,126.585614
김포시,㈜예원케미칼,,⑦,,10044,경기도 김포시 대곶면 율생리 46-13번지,경기도 김포시 대곶면 대명항로117번길 80-32,37.65265478,126.602819
김포시,명성케미칼,031-989-1354,⑦,,10038,경기도 김포시 대곶면 초원지리 592-14번지 나동,경기도 김포시 대곶면 대곶북로 124-33 나동,37.66184412,126.5881849
김포시,한진피브이시,,⑦,,10009,경기도 김포시 통진읍 고정리 418-7번지,경기도 김포시 통진읍 월하로301번길 130,37.71488194,126.5899746
김포시,에코리소스,031-998-9495,⑦,,10044,경기도 김포시 대곶면 율생리 24-2번지,경기도 김포시 대곶면 대명항로205번길 62,37.65193809,126.5951304
김포시,㈜자연애,031-988-0329,⑦,,10055,경기도 김포시 양촌읍 석모리 771-11번지,경기도 김포시 양촌읍 석모로44번길 79-1,37.65607538,126.645937
김포시,㈜서준,,⑦,,10007,경기도 김포시 하성면 후평리 530-2번지,경기도 김포시 하성면 후평리 530-2번지,37.74302995,126.6367441
김포시,㈜풍성,,⑦,,10111,경기도 김포시 사우동 877번지 밀레니엄프라자 603호,"경기도 김포시 사우중로 78,603호(사우동, 밀레니엄프라자)",37.62134352,126.7208962
김포시,우성산업,031-988-9441,⑦,,10069,경기도 김포시 양촌읍 구래리 760-12번지,경기도 김포시 양촌읍 봉수대로 1833,37.63196016,126.6280121
김포시,㈜대진수지,031-985-2158,⑦,,10040,경기도 김포시 대곶면 송마리 72번지,경기도 김포시 대곶면 소래로 113,37.65705754,126.5765211
김포시,㈜태영기업 김포공장,031-988-8900,⑦,,10040,경기도 김포시 대곶면 송마리 72번지,경기도 김포시 대곶면 소래로 113,37.65705754,126.5765211
김포시,아이엠에스㈜,,⑦,,10040,경기도 김포시 대곶면 송마리 72번지,경기도 김포시 대곶면 소래로 113,37.65705754,126.5765211
김포시,동경엔프라,031-988-5845,⑦,,10029,경기도 김포시 통진읍 옹정리 293-19,경기도 김포시 통진읍 옹정리 293-19,37.68170677,126.5740155
김포시,삼성산업,070-4906-9128,⑦,,10037,경기도 김포시 대곶면 거물대리 21-6,경기도 김포시 대곶면 거물대리 21-6,37.67195112,126.6015322
김포시,㈜금성이피에스,031-981-8600,⑦,,10027,경기도 김포시 대곶면 석정리 469번지,경기도 김포시 대곶면 대곶로 266,37.66758621,126.5561968
김포시,대성케미칼,031-989-1544,⑦,,10011,경기도 김포시 하성면 원산리 178-12,경기도 김포시 하성면 원산리 178-12,37.71720466,126.6205012
김포시,영천산업,031-988-9440,⑦,,10026,"경기도 김포시 대곶면 쇄암리 1-33,-62,-74","경기도 김포시 대곶면 쇄암리 1-33,-62,-74",,
김포시,해림,031-998-7926,⑦,,10026,경기도 김포시 대곶면 쇄암리 1-70,경기도 김포시 대곶면 쇄암리 1-70,37.67967635,126.5476745
김포시,해림(2공장),031-985-3846,⑦,,10026,경기도 김포시 대곶면 쇄암리 1-8,경기도 김포시 대곶면 쇄암리 1-8,37.68039036,126.5468035
김포시,중산하이픽스㈜,031-983-2601,⑦,,10026,경기도 김포시 대곶면 쇄암리 1-90,경기도 김포시 대곶면 쇄암리 1-90,37.6817134,126.5465711
김포시,㈜피앨코리아,031-984-9744,⑦,,10026,경기도 김포시 대곶면 쇄암리 1-54,경기도 김포시 대곶면 쇄암리 1-54,37.68134647,126.5468933
김포시,㈜오에스텍,031-996-6300,⑦,,10049,경기도 김포시 양촌읍 학운리 3406번지,경기도 김포시 양촌읍 학운리 3406번지,37.59988285,126.5922495
김포시,태신케미칼,031-989-3459,⑦,,10029,경기도 김포시 통진읍 옹정리 320-21번지,경기도 김포시 통진읍 옹정로 46-33,37.68428775,126.5709894
김포시,나무와낙엽,031-984-8885,⑦,,10044,경기도 김포시 대곶면 율생리 249-6,경기도 김포시 대곶면 율생리 249-6,37.64600882,126.5941369
김포시,㈜디비아이텍,031-985-4060,⑦,,10040,경기도 김포시 대곶면 송마리 104,경기도 김포시 대곶면 송마리 104,37.65824725,126.5730712
김포시,창조산업,,⑦,,10026,경기도 김포시 대곶면 쇄암리 1-72번지,경기도 김포시 대곶면 대곶로 423-186,37.67979186,126.5474689
김포시,해림(3공장),031-985-3845,⑦,,,"경기도 김포시 김포읍 식 월곶면 애기봉로266(개곡리811-27,-11,14)","경기도 김포시 김포식 월곶면 애기봉로266(개곡리811-27,-11,14)",,
김포시,유신이엔티,02-845-5180,⑦,,10030,경기도 김포시 통진읍 가현리 372-38,경기도 김포시 통진읍 가현리 372-38,37.67916935,126.5872812
김포시,삼오화학㈜,031-996-1453,⑦,,10042,"경기도 김포시 대곶면 약암리 139,142-1","경기도 김포시 대곶면 약암리 139,142-1",37.62810869,126.5743976
김포시,㈜티오엔,,⑦,,10042,"경기도 김포시 대곶면 약암리 139,142-1","경기도 김포시 대곶면 약암리 139,142-1",37.62810869,126.5743976
김포시,㈜에코비젼,031-983-4781,⑦,,10029,경기도 김포시 통진읍 옹정리 276-27번지,경기도 김포시 통진읍 절골로 42-2,37.68015735,126.577573
김포시,㈜동일우드 김포지점,,⑦,,10029,경기도 김포시 통진읍 옹정리 58-142번지,경기도 김포시 통진읍 김포대로2385번길 67-142,37.68970583,126.5838175
김포시,㈜천지자원,,⑦,,10028,경기도 김포시 대곶면 석정리 239-35번지,경기도 김포시 대곶면 대곶로382번길 123-15,37.67844566,126.5594159
김포시,대건환경경,031-997-1570,①ⓐ,,10043,경기도 김포시 대곶면 율생리 635-1번지,경기도 김포시 대곶면 대곶서로 321-2,37.64784599,126.5822803
김포시,진명기업㈜,031-989-8980,①ⓐ,,10109,경기도 김포시 사우동 251-3번지 김포신문빌딩 4층,"경기도 김포시 봉화로 3-23, 김포신문빌딩4층(사우동)",37.61690671,126.7164668
김포시,㈜동아자원,031-996-3201,①ⓐ,,10057,경기도 김포시 양촌읍 양곡리 293-7번지,경기도 김포시 양촌읍 흥신로 5,37.65915921,126.6215719
김포시,지구이앤에스㈜,031-983-7253,①ⓐ,,10101,경기도 김포시 북변동 690번지,경기도 김포시 봉화로 182번길42,37.62910679,126.7037707
김포시,㈜골드환경,031-981-1311,①ⓐ,,10030,경기도 김포시 통진읍 가현리 616-1번지,경기도 김포시 통진읍 가현로85번길 109-1,37.67692711,126.5863787
김포시,㈜덕정,,①ⓐ,,10069,경기도 김포시 양촌읍 대포리 2-7번지,경기도 김포시 양촌읍 봉수대로 1754-10,37.62568397,126.6312698
김포시,㈜청명씨앤,031-983-3885,①ⓐ,,10022,경기도 김포시 월곶면 고막리 9-4번지,경기도 김포시 월곶면 애기봉로 194-12,37.72709742,126.5684123
김포시,대풍환경,031-989-2418,①ⓐ,,10092,경기도 김포시 걸포동 1-24번지 테크노타운 나동 121호,경기도 김포시 금포로 1117-20 테크노타운 나동 121호(걸포동),37.6447569,126.7069135
김포시,㈜오성그린환경,031-985-8071,①ⓐ,,10107,경기도 김포시 사우동 220-7번지,경기도 김포시 봉화로21번길 30-1(사우동),37.61764825,126.7141248
김포시,㈜강서이앤에스,1899-1761,①ⓐ,,10011,경기도 김포시 하성면 원산리 548번지,경기도 김포시 하성면 월하로672번길 56,37.70651473,126.6289431
김포시,㈜대한스틸코리아,070-8817-8952,⑤,,10027,경기도 김포시 대곶면 송마리 343-11,경기도 김포시 대곶면 송마리 343-11,37.661724,126.5602505
김포시,㈜룸코리아,02-2612-4966,⑤,,10026,"경기도 김포시 대곶면 석정리 586번지 나,다,라동","경기도 김포시 대곶면 석정리 586번지 나,다,라동",37.66959116,126.5488466
김포시,㈜경영개발 이강에코텍,,⑤,,10044,,"경기도 김포시 대곶면 대명항로205번길 48-38(율생리 67-3,-4, 77)",,
김포시,코리아환경개발,,⑤,,10026,경기도 김포시 대곶면 쇄암리 1-42,경기도 김포시 대곶면 쇄암리 1-42,37.68269528,126.548736
김포시,평화산업,,⑤,,10040,경기도 김포시 대곶면 대명리 97-1,경기도 김포시 대곶면 대명리 97-1,37.65833575,126.5592049
김포시,㈜에스지코퍼,,⑤,,10010,경기도 김포시 통진읍 귀전리 14-1,경기도 김포시 통진읍 귀전리 14-1,37.72624695,126.6135745
김포시,㈜케이씨이엔텍,031-996-1125,⑤,,10028,경기도 김포시 대곶면 석정리 238-13,경기도 김포시 대곶면 석정리 238-13,37.67791236,126.5580959
김포시,태성케미칼,031-998-8473,⑤,,10030,"경기도 김포시 통진읍 가현리 807-42, -23","경기도 김포시 통진읍 가현리 807-42, -23",37.66994883,126.5826204
김포시,㈜정성환경,,⑤,,10027,경기도 김포시 대곶면 송마리 3-95,경기도 김포시 대곶면 송마리 3-95,37.66591631,126.5763773
김포시,형제수지,031-988-1696,⑤,,10040,경기도 김포시 대곶면 송마리 910-3번지,경기도 김포시 대곶면 송마리 910-3번지,37.65335075,126.5762156
김포시,협신자원㈜,,⑤,,10010,경기도 김포시 통진읍 귀전리 40-41,경기도 김포시 통진읍 귀전리 40-41,37.7252043,126.6067899
김포시,조광수지,,⑤,,,"경기도 김포시 월곶면 고막리 16-5,-6,-7","경기도 김포시 월곶면 고막리 16-5,-6,-7",,
김포시,성공화학,031-989-2410,⑥,,10030,경기도 김포시 통진읍 가현리 621-3 외 1필지 (625-12),경기도 김포시 통진읍 가현리 621-3 외 1필지 (625-12),37.67800225,126.5855491
김포시,영신컨설팅,031-983-4367,⑥,,10012,경기도 김포시 하성면 석탄리 616-5,경기도 김포시 하성면 석탄리 616-5,37.72325531,126.6429195
김포시,성우수지,,⑥,,10028,경기도 김포시 대곶면 석정리 115-29,경기도 김포시 대곶면 석정리 115-29,37.67040179,126.5668311
김포시,㈜단우 김포지점,031-986-3720,⑥,,10029,경기도 김포시 통진읍 옹정리 321-3,경기도 김포시 통진읍 옹정리 321-3,37.68341898,126.5694012
김포시,㈜성지화학,031-998-7491,⑦,,10010,"경기도 김포시 통진읍 귀전리 3, 3-1","경기도 김포시 통진읍 귀전리 3, 3-1",37.72715713,126.6147551
김포시,청솔산업㈜,031-982-1842,⑦,,10038,경기도 김포시 대곶면 거물대리 482-1,경기도 김포시 대곶면 거물대리 482-1,37.6652322,126.5915789
김포시,한성산업,031-987-4435,⑦,,10038,경기도 김포시 대곶면 초원지리 578-5,경기도 김포시 대곶면 초원지리 578-5,37.66477642,126.5874121
김포시,대영화학,031-983-2307,⑦,,10022,경기도 김포시 월곶면 고막리 37-1,경기도 김포시 월곶면 고막리 37-1,37.72088862,126.5628735
김포시,평창산업㈜,031-989-7025,⑦,,10004,경기도 김포시 하성면 가금리 404-2번지,경기도 김포시 하성면 가금로228번길75,37.74512722,126.6133039
